,belongs_to_collection,budget,revenue,runtime,title,Animation,Comedy,Family,Adventure,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,History,Science Fiction,Mystery,War,Foreign,Music,Documentary,Western,TV Movie,english,release_year,release_month
7175,0,0,0.0,101.0,The Passion of Anna,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,11
7176,0,0,0.0,114.0,Walk on the Wild Side,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,3
7177,0,0,0.0,88.0,Tokyo Joe,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-21,10
7178,0,0,0.0,120.0,The Serpent's Egg,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,10
7179,0,0,0.0,116.0,Fire Down Below,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-13,5
7180,0,0,0.0,92.0,Le Corbeau,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-27,9
7181,0,0,0.0,95.0,The Front,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9
7182,0,0,0.0,80.0,Pickup on South Street,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-17,5
7183,0,0,0.0,156.0,The Damned,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10
7184,0,0,0.0,89.0,American Gun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,6
7185,0,0,0.0,161.0,Richard III,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-15,12
7186,0,0,0.0,101.0,Quartet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,5
7187,0,11500000,0.0,100.0,Just One of the Guys,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4
7188,0,0,0.0,135.0,The Chase,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-4,2
7189,0,6000000,0.0,101.0,The Kiss,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,18,10
7190,0,0,0.0,76.0,Wisconsin Death Trip,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29,9
7191,0,0,0.0,94.0,The Wrong Arm of the Law,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-7,3
7192,1,26000000,1.0,100.0,Agent Cody Banks 2: Destination London,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,6
7193,0,25000000,1.0,108.0,The Girl Next Door,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4
7194,0,40000000,1.0,96.0,Secret Window,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,34,3
7195,0,19250000,1.0,102.0,Spartan,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,34,3
7196,0,0,0.0,87.0,Broken Wings,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10
7197,0,0,0.0,97.0,Games People Play,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,3
7198,0,0,0.0,90.0,How to Draw a Bunny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32,1
7199,0,0,0.0,111.0,Wilbur Wants to Kill Himself,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11
7200,0,19000000,1.0,89.0,Clifford,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,4
7201,0,0,1.0,96.0,Mad Dog and Glory,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23,3
7202,0,12,1.0,84.0,The Wind in the Willows,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,10
7203,0,0,0.0,107.0,Night Crossing,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,12,2
7204,0,0,0.0,151.0,Peyton Place,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-13,12
7205,0,0,0.0,100.0,Searching for Debra Winger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7
7206,0,0,0.0,86.0,Walk Like a Man,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3
7207,0,28000000,1.0,101.0,Dawn of the Dead,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,34,3
7208,0,20000000,1.0,108.0,Eternal Sunshine of the Spotless Mind,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,34,3
7209,0,45000000,1.0,103.0,Taking Lives,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,34,3
7210,0,0,0.0,83.0,The Child I Never Was,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,32,1
7211,0,5000000,1.0,105.0,Intermission,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,33,8
7212,0,0,0.0,90.0,Noi the Albino,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2
7213,0,35000000,1.0,102.0,Jersey Girl,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,3
7214,0,0,0.0,104.0,The Ladykillers,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,34,3
7215,0,3000000,1.0,88.0,Never Die Alone,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,34,3
7216,1,0,1.0,93.0,Scooby-Doo 2: Monsters Unleashed,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,34,3
7217,0,0,0.0,82.0,A Foreign Affair,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1
7218,1,10000000,1.0,178.0,Dogville,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33,5
7219,0,0,1.0,110.0,Ned Kelly,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,33,3
7220,1,66000000,1.0,122.0,Hellboy,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,34,4
7221,0,110000000,1.0,76.0,Home on the Range,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4
7222,1,0,0.0,111.0,The Prince & Me,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,3
7223,1,56000000,1.0,86.0,Walking Tall,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,34,4
7224,0,0,1.0,108.0,The United States of Leland,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33,1
7225,0,12000000,1.0,97.0,Johnson Family Vacation,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4
7226,0,145000000,1.0,137.0,The Alamo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,34,4
7227,0,31000000,1.0,96.0,Ella Enchanted,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4
7228,1,40000000,1.0,98.0,The Whole Ten Yards,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,34,4
7229,0,0,0.0,108.0,I'm Not Scared,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,33,2
7230,0,6800000,0.0,101.0,Shade,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,33,5
7231,0,0,0.0,103.0,Since Otar Left,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9
7232,0,0,0.0,114.0,Twentynine Palms,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33,9
7233,0,13000000,1.0,220.0,The Ten Commandments,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-14,10
7234,1,650000,1.0,127.0,Dawn of the Dead,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,9
7235,0,3000000,0.0,135.0,"Brother Sun, Sister Moon",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3
7236,0,0,0.0,100.0,One Million Years B.C.,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,12
7237,0,0,0.0,104.0,Prey for Rock & Roll,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33,1
7238,0,0,0.0,95.0,"Mother, Jugs & Speed",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
7239,0,0,1.0,106.0,Bandolero!,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,-2,6
7240,0,0,1.0,105.0,The Slugger's Wife,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3
7241,0,5600000,1.0,138.0,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,6
7242,0,0,0.0,85.0,Cheaper by the Dozen,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-20,3
7243,0,150000,0.0,283.0,Scenes from a Marriage,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
7245,0,0,0.0,89.0,Belles on their Toes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-18,5
7246,0,0,0.0,99.0,Ned Kelly,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7
7247,0,0,0.0,0.0,Beyond the Stars,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19,1
7248,0,0,0.0,117.0,Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,9
7249,0,0,0.0,88.0,The Food of the Gods,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6,6
7250,0,0,0.0,91.0,Food of the Gods II,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,19,5
7251,0,0,0.0,95.0,Anna,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,12
7252,1,0,0.0,91.0,Road to Bali,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-18,1
7253,0,0,0.0,69.0,The Flying Deuces,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-31,10
7254,0,0,0.0,79.0,Africa Screams,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-21,5
7255,0,0,0.0,70.0,Jack and the Beanstalk,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-18,1
7256,0,0,0.0,94.0,High Risk,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,11,1
7257,0,0,1.0,103.0,The Osterman Weekend,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,13,10
7258,0,0,0.0,87.0,Munchies,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,17,3
7259,0,0,0.0,98.0,The Cat and the Canary,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,9,11
7260,0,0,0.0,106.0,Hangman's Curse,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,33,9
7261,0,0,0.0,97.0,Going in Style,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12
7262,0,0,0.0,93.0,The Late Show,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7,2
7263,0,0,0.0,111.0,The Sunshine Boys,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11
7264,0,0,0.0,95.0,Jersey Girl,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,7
7265,0,0,0.0,73.0,The American Nightmare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,9
7266,0,4500000,1.0,97.0,After Hours,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,9
7267,0,0,0.0,85.0,Viva Las Vegas,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-6,5
7268,0,0,0.0,120.0,Love and Anarchy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
7269,0,0,0.0,93.0,Hitman Hart: Wrestling with Shadows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28,12
7270,0,20000000,1.0,98.0,Connie and Carla,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,34,4
7271,1,30000000,1.0,136.0,Kill Bill: Vol. 2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,34,4
7272,0,33000000,1.0,124.0,The Punisher,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,34,4
7273,0,0,0.0,123.0,Paper Clips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,34,9
7274,0,0,0.0,0.0,A Thousand Clouds of Peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,5
7275,0,6400000,1.0,93.0,Young Adam,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,33,9
7276,0,0,0.0,89.0,"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1
7277,0,37000000,1.0,98.0,13 Going on 30,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4
7278,0,70000000,1.0,146.0,Man on Fire,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,34,4
7279,0,0,0.0,73.0,Clifford's Really Big Movie,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4
7280,0,0,0.0,120.0,MC5: A True Testimonial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,32,2
7281,0,40000000,0.0,99.0,Envy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4
7282,0,25000000,1.0,102.0,Godsend,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,34,4
7283,0,28000000,1.0,90.0,Laws of Attraction,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,34,4
7284,1,17000000,1.0,97.0,Mean Girls,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4
7285,0,6000000,1.0,90.0,Mickey,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,5
7286,0,0,0.0,91.0,New York Minute,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,5
7287,1,160000000,1.0,132.0,Van Helsing,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,34,5
7288,0,800000,1.0,94.0,The Mudge Boy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1
7289,0,0,0.0,82.0,Valentin,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,4
7290,0,0,0.0,85.0,Breakin' All the Rules,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,5
7291,0,175000000,1.0,163.0,Troy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,34,5
7292,0,3684600,0.0,148.0,Carandiru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3
7293,0,0,1.0,96.0,Coffee and Cigarettes,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,9
7294,0,0,0.0,95.0,Strayed,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8
7295,0,0,1.0,84.0,Dance Me Outside,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,3
7296,0,0,0.0,118.0,The Boys in the Band,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
7297,0,2000000,0.0,128.0,Raid,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,33,1
7298,0,55000000,1.0,96.0,D-Tox,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,32,1
7299,0,0,0.0,85.0,Swimming to Cambodia,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3
7300,0,0,0.0,114.0,Watch on the Rhine,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-27,8
7301,0,0,0.0,128.0,Under Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,10
7302,0,40000000,1.0,108.0,Enemy Mine,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,12
7303,0,850000,1.0,99.0,Enter the Dragon,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,8
7304,0,0,0.0,110.0,Foreign Land,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,26,9
7305,0,0,0.0,91.0,The Rolling Stones: Gimme Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,12
7306,0,0,0.0,94.0,Good Morning,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,5
7307,0,0,0.0,96.0,Happy Together,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5
7308,0,0,1.0,136.0,Henry & June,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,9
7309,0,0,0.0,117.0,Berkeley in the Sixties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,1
7310,0,0,0.0,92.0,The Nasty Girl,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,2
7311,0,0,0.0,110.0,Entre Nous,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,4
7312,0,0,0.0,96.0,The Naked Prey,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-5,6
7313,0,0,0.0,95.0,Martin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,7
7314,0,0,0.0,91.0,The Three Faces of Eve,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-13,12
7315,1,0,0.0,273.0,The Kingdom,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,24,11
7316,0,0,0.0,117.0,Mercy,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,30,2
7317,0,0,0.0,105.0,Desperate Hours,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,20,10
7318,0,0,0.0,104.0,The Passion of Ayn Rand,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1
7319,0,0,0.0,25.0,Along the Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-12,1
7320,1,0,0.0,94.0,100 Girls,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,9
7321,0,0,0.0,112.0,Fail-Safe,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-6,10
7322,0,0,1.0,92.0,Paperhouse,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18,1
7323,0,0,0.0,103.0,Dobermann,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,6
7324,0,0,0.0,127.0,The Discovery of Heaven,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,10
7325,0,0,0.0,183.0,Kwaidan,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,12
7326,0,0,0.0,64.0,Cat-Women of the Moon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-17,9
7327,1,0,0.0,136.0,28 Up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,14,11
7328,0,75000,0.0,75.0,Chance,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,9
7329,1,9500000,1.0,117.0,You Only Live Twice,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-3,6
7330,1,27500000,1.0,131.0,Octopussy,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,13,6
7331,0,0,0.0,88.0,The Blue Gardenia,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-17,3
7332,0,0,0.0,99.0,Wit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,2
7333,1,36000000,1.0,134.0,Never Say Never Again,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,13,10
7334,0,0,0.0,110.0,Maborosi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10
7335,0,650000,0.0,134.0,The Magic Flute,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1
7336,0,0,0.0,94.0,Midnight,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-31,3
7337,0,0,0.0,118.0,Pride and Prejudice,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-30,7
7338,0,0,0.0,153.0,The Man in the Gray Flannel Suit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-14,5
7339,0,0,0.0,114.0,The Fountainhead,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-21,7
7340,0,0,0.0,110.0,Old Acquaintance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-27,11
7341,0,0,0.0,97.0,In This Our Life,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-28,5
7342,0,3000000,0.0,114.0,Woman of the Year,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-28,1
7344,0,2300000,0.0,149.0,Soldier of Orange,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7,9
7345,0,0,1.0,105.0,Le Samouraï,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-3,10
7346,0,0,1.0,103.0,White Palace,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,10
7347,0,0,0.0,145.0,Oklahoma!,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-15,10
7348,0,350000,1.0,96.0,Desert Hearts,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,10
7349,0,10000000,1.0,114.0,Body Double,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,14,10
7350,0,0,1.0,108.0,Rooster Cogburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,10
7351,0,0,0.0,143.0,Chaplin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,12
7352,0,500000,1.0,106.0,The Miracle Worker,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,5
7353,0,0,1.0,87.0,Monster in a Box,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,5
7354,0,0,1.0,90.0,I Come,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10
7355,0,0,0.0,75.0,Midnight,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
7356,0,0,0.0,0.0,If You Only Knew,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,3
7357,0,0,1.0,106.0,School Ties,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,9
7358,0,0,0.0,99.0,Girl,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,11
7359,0,0,0.0,104.0,Switch,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,5
7360,0,0,0.0,102.0,Just Write,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3
7361,0,12000000,1.0,91.0,Raising Cain,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,22,8
7362,0,0,0.0,99.0,Irma Vep,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,9
7363,0,0,0.0,84.0,Buck Privates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-29,1
7364,0,0,0.0,91.0,Nice Guys Sleep Alone,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,10
7365,0,0,0.0,80.0,Divorce Iranian Style,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28,8
7366,0,0,0.0,92.0,Iron And Silk,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2
7367,0,0,0.0,254.0,Rose Red,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,32,1
7368,0,12000000,1.0,101.0,Noises Off...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3
7369,0,0,0.0,93.0,Wildflowers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,3
7370,1,0,0.0,94.0,Babylon 5: In the Beginning,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,28,1
7371,0,0,0.0,86.0,Witchfinder General,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-2,5
7372,0,10000,0.0,130.0,Versus,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,10
7373,0,0,0.0,95.0,The Canterville Ghost,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-26,7
