,belongs_to_collection,budget,revenue,runtime,title,Animation,Comedy,Family,Adventure,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,History,Science Fiction,Mystery,War,Foreign,Music,Documentary,Western,TV Movie,english,release_year,release_month
11309,0,0,0.0,111.0,The Conqueror,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1956,3.0
11310,0,70000000,1.0,139.0,The Guardian,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,9.0
11311,1,85000000,1.0,83.0,Open Season,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,9.0
11312,0,20000000,1.0,100.0,School for Scoundrels,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,9.0
11313,0,0,0.0,120.0,Romy and Michele: In the Beginning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,1.0
11314,0,0,0.0,85.0,St. Martin's Lane,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1938,10.0
11315,0,0,0.0,127.0,G.O.R.A.,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2004,11.0
11316,0,90000000,1.0,151.0,The Departed,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11317,1,16000000,0.0,91.0,The Texas Chainsaw Massacre: The Beginning,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2006,10.0
11318,0,12000000,1.0,103.0,Employee of the Month,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11319,0,40000000,1.0,93.0,Stormbreaker,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,7.0
11320,0,0,0.0,98.0,Sirocco,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1951,6.0
11321,0,0,0.0,125.0,"Hawaii, Oslo",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,9.0
11322,0,0,0.0,89.0,Dante's Inferno,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1935,8.0
11323,0,1900000,0.0,127.0,Antibodies,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2005,4.0
11324,0,0,0.0,76.0,Dr. Cyclops,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1940,4.0
11325,0,12000000,1.0,116.0,Running with Scissors,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11326,0,0,0.0,70.0,Dillinger,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1945,3.0
11327,0,0,0.0,98.0,Brute Force,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1947,6.0
11328,0,0,0.0,95.0,Ellie Parker,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,1.0
11329,1,20000000,1.0,102.0,The Grudge 2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2006,10.0
11330,0,20000000,1.0,115.0,Man of the Year,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11331,1,20000000,1.0,92.0,The Marine,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11332,0,13000000,1.0,110.0,Infamous,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,11.0
11333,0,20000000,1.0,123.0,One Night with the King,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11334,0,1000000,0.0,97.0,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2006,1.0
11335,0,0,0.0,155.0,Fellini's Casanova,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1976,12.0
11336,0,0,0.0,116.0,The Howards of Virginia,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1940,9.0
11337,0,0,0.0,121.0,The Last Bolshevik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1993,3.0
11338,0,0,0.0,93.0,Chapayev,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1934,11.0
11339,0,6000000,0.0,105.0,The Elementary Particles,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.0
11340,0,0,0.0,97.0,Jackpot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2.0
11341,1,0,1.0,95.0,Feast,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2005,10.0
11342,0,2500,0.0,93.0,Offside,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,5.0
11343,0,26000000,1.0,136.0,Little Children,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11344,0,0,1.0,101.0,Deliver Us from Evil,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2006,6.0
11345,0,0,0.0,149.0,Marie Antoinette,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1938,8.0
11346,0,11,1.0,145.0,F.I.S.T.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1978,4.0
11347,0,100000,1.0,111.0,Facing the Giants,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,9.0
11348,0,0,0.0,104.0,Broadway Bill,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1934,11.0
11349,0,6000000,1.0,121.0,The Last King of Scotland,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,9.0
11350,0,0,0.0,99.0,The U.S. vs. John Lennon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2006,9.0
11351,0,2000000,1.0,101.0,Shortbus,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,5.0
11353,0,76000000,1.0,109.0,Children of Men,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2006,9.0
11354,0,40000000,1.0,130.0,The Prestige,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2006,10.0
11355,1,90000000,1.0,132.0,Flags of Our Fathers,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2006,10.0
11356,0,15000000,1.0,95.0,Flicka,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11357,0,0,0.0,87.0,Sleeping Dogs Lie,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11358,0,0,0.0,99.0,After Five In The Forest Primeval,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,9.0
11359,0,9500000,1.0,139.0,9th Company,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2005,9.0
11360,0,0,0.0,110.0,Jade Warrior,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,9.0
11361,0,0,0.0,145.0,Spies,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1928,3.0
11362,0,0,1.0,104.0,A Guide To Recognizing Your Saints,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2006,9.0
11363,1,0,0.0,108.0,Azumi 2: Death or Love,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,3.0
11364,0,0,1.0,93.0,13 Tzameti,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,9.0
11365,1,10000000,1.0,108.0,Saw III,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2006,10.0
11366,0,0,1.0,101.0,Catch a Fire,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11367,0,2000000,1.0,97.0,Death of a President,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2006,10.0
11368,0,0,0.0,96.0,Little Secrets,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001,10.0
11369,0,0,0.0,109.0,The Kaiser's Lackey,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1951,8.0
11370,1,0,0.0,92.0,Corto Maltese in Siberia,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002,9.0
11371,0,0,0.0,108.0,5 Fingers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1952,2.0
11372,1,0,0.0,95.0,The Butterfly Effect 2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2006,10.0
11373,0,1200000,1.0,115.0,The Charge of the Light Brigade,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1936,10.0
11374,0,0,0.0,150.0,Platform,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,9.0
11375,0,0,0.0,118.0,Lunacy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2005,11.0
11376,0,149000000,1.0,85.0,Flushed Away,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11377,0,50000000,1.0,147.0,Perfume: The Story of a Murderer,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2006,9.0
11378,0,4800000,0.0,105.0,Arabesque,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1966,5.0
11379,1,12000000,1.0,98.0,The Santa Clause 3: The Escape Clause,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,11.0
11380,0,0,0.0,85.0,The Long Weekend,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,8.0
11381,0,0,0.0,126.0,Daddy Long Legs,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1955,5.0
11382,0,0,0.0,86.0,"Cześć, Tereska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001,9.0
11383,0,0,0.0,124.0,All the Invisible Children,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,9.0
11384,0,0,0.0,76.0,Ocean Waves,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1.0
11385,0,0,0.0,117.0,Joe Cocker - Mad Dogs & Englishmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1971,8.0
11386,0,0,0.0,90.0,Four Daughters,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1938,8.0
11387,0,0,0.0,125.0,Arizona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1940,12.0
11388,0,0,0.0,131.0,The Big City,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,9.0
11389,0,0,0.0,95.0,"The World, the Flesh and the Devil",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1959,5.0
11390,0,0,0.0,88.0,Mom and Dad Save the World,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1992,7.0
11391,0,0,0.0,105.0,Boynton Beach Club,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,8.0
11392,0,0,0.0,80.0,Farce of the Penguins,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2006,12.0
11393,0,0,0.0,48.0,Emmet Otter's Jug-Band Christmas,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1977,12.0
11394,0,35000000,1.0,118.0,A Good Year,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,9.0
11395,0,0,0.0,93.0,Dixie Chicks: Shut Up and Sing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2006,10.0
11396,0,0,0.0,86.0,Vital,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004,1.0
11397,0,1500000,0.0,116.0,A Foreign Affair,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1948,8.0
11398,0,15000000,1.0,85.0,The Return,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2006,11.0
11399,0,12000000,1.0,86.0,For Your Consideration,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,11.0
11400,0,0,0.0,83.0,Street Fight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2005,1.0
11401,0,0,0.0,110.0,Red Dust,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,1.0
11402,0,0,1.0,93.0,Fuck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2005,11.0
11403,0,0,0.0,115.0,Shooting Dogs,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2006,3.0
11404,1,150000000,1.0,144.0,Casino Royale,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,11.0
11405,1,100000000,1.0,108.0,Happy Feet,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,11.0
11406,0,4000000,1.0,84.0,Let's Go to Prison,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2006,11.0
11407,0,75000000,1.0,126.0,Déjà Vu,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2006,11.0
11408,0,0,0.0,120.0,Bobby,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2006,9.0
11409,0,0,1.0,93.0,Deck the Halls,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,11.0
11410,0,0,1.0,81.0,10 Items or Less,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,9.0
11411,0,85000000,1.0,136.0,The Holiday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11412,0,0,0.0,82.0,I Wake Up Screaming,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1941,10.0
11413,0,0,0.0,143.0,Luna de Avellaneda,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,1.0
11414,0,12000000,1.0,112.0,Snow Cake,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,2.0
11415,0,2000000,1.0,120.0,Harsh Times,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2005,9.0
11416,0,0,0.0,85.0,London to Brighton,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11417,0,250000,0.0,88.0,Gacy,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2003,5.0
11418,0,0,0.0,116.0,Fast Food Nation,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,5.0
11419,0,0,0.0,100.0,La Bête Humaine,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,12.0
11420,0,0,0.0,193.0,Celine and Julie Go Boating,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1974,9.0
11421,0,0,0.0,66.0,Min and Bill,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1930,11.0
11422,0,0,0.0,78.0,"20,000 Years in Sing Sing",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1932,12.0
11423,0,150,0.0,12.0,The Great Train Robbery,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1903,12.0
11424,0,0,0.0,45.0,Simon of the Desert,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1965,2.0
11425,0,22000000,1.0,93.0,Tenacious D in The Pick of Destiny,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2006,11.0
11426,0,0,0.0,103.0,The Facts of Life,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1960,11.0
11427,0,0,0.0,86.0,It's a Wonderful World,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1939,5.0
11428,1,0,0.0,99.0,"OSS 117: Cairo, Nest of Spies",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,4.0
11429,1,0,0.0,90.0,Reeker,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2005,3.0
11430,0,0,0.0,83.0,Sitting Pretty,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1948,1.0
11431,0,0,0.0,98.0,The Last Hard Men,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1976,4.0
11432,0,0,0.0,237.0,A Brighter Summer Day,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1991,7.0
11433,0,0,0.0,72.0,Moog,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2004,9.0
11434,0,35000000,0.0,101.0,The Nativity Story,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2006,12.0
11435,1,0,1.0,97.0,Van Wilder 2: The Rise of Taj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11436,0,10000000,0.0,93.0,Turistas,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2006,12.0
11437,0,100000000,1.0,143.0,Blood Diamond,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11438,1,0,0.0,71.0,Dracula's Daughter,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1936,5.0
11439,0,0,0.0,112.0,Doc Savage: The Man of Bronze,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975,6.0
11440,1,0,0.0,106.0,She,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1965,4.0
11441,1,0,0.0,92.0,Election 2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2006,4.0
11442,0,26000000,0.0,90.0,Unaccompanied Minors,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11443,0,0,0.0,90.0,Off the Black,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11444,0,85000000,1.0,97.0,Charlotte's Web,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11445,0,100000000,1.0,104.0,Eragon,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11446,1,24000000,1.0,102.0,Rocky Balboa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11447,0,0,0.0,90.0,Iron Island,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1.0
11448,0,16800000,1.0,122.0,Fur: An Imaginary Portrait of Diane Arbus,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2006,8.0
11449,0,0,0.0,80.0,Girl Shy,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1924,4.0
11450,0,0,0.0,124.0,The Dam Busters,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1955,5.0
11451,0,0,0.0,83.0,Zombie Honeymoon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2004,1.0
11452,1,500000,1.0,92.0,Another Gay Movie,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,4.0
11453,0,0,0.0,118.0,The Myth,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,5.0
11454,0,0,0.0,91.0,Oyster Farmer,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,6.0
11455,0,0,0.0,80.0,Waterloo Bridge,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1931,9.0
11456,0,0,0.0,79.0,Red-Headed Woman,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1932,6.0
11457,0,0,0.0,130.0,Daniel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983,8.0
11458,0,0,0.0,111.0,Power,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1986,1.0
11459,0,12,0.0,143.0,Lost Horizon,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,3.0
11460,0,0,0.0,103.0,The Man Who Never Was,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1956,3.0
11461,0,0,0.0,112.0,Something Wild,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1961,12.0
11462,0,19400000,0.0,125.0,The Painted Veil,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11463,0,65000000,1.0,124.0,We Are Marshall,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11464,0,0,0.0,91.0,The Place Promised in Our Early Days,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2004,11.0
11465,0,0,0.0,103.0,The Plague Dogs,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1982,10.0
11466,0,85000000,1.0,167.0,The Good Shepherd,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2006,12.0
11467,0,70000000,1.0,134.0,Dreamgirls,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11468,0,0,0.0,85.0,The Page Turner,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,8.0
11469,1,5000,0.0,100.0,Loose Change: 2nd Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2006,6.0
11470,0,0,0.0,96.0,We Feed the World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,9.0
11471,1,0,0.0,112.0,The Decameron,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1971,1.0
11472,0,21000000,1.0,123.0,Freedom Writers,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2007,1.0
11473,0,2000000,0.0,255.0,When the Levees Broke: A Requiem in Four Acts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2006,8.0
11474,0,0,0.0,130.0,The Intruder,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,5.0
11475,0,0,0.0,90.0,Katzelmacher,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,10.0
11476,0,0,1.0,180.0,INLAND EMPIRE,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2006,9.0
11477,0,45000,0.0,86.0,Sebastiane,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,12.0
11478,0,0,0.0,93.0,Caravaggio,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1986,8.0
11479,0,0,0.0,110.0,Wild Side,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2.0
11480,0,4000000,1.0,109.0,The History Boys,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,10.0
11481,0,15000000,1.0,92.0,Notes on a Scandal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11482,0,70000,0.0,87.0,Children Shouldn't Play with Dead Things,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1973,2.0
11483,0,15000000,0.0,95.0,Inferno,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,9.0
11484,0,0,0.0,69.0,The Face Behind the Mask,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1941,1.0
11485,0,0,0.0,96.0,The Life of Jesus,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,6.0
11486,0,21000000,1.0,87.0,DOA: Dead or Alive,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,9.0
11487,0,110,0.0,114.0,Curse of the Golden Flower,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,12.0
11488,0,0,0.0,90.0,The Bothersome Man,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,5.0
11489,0,0,0.0,92.0,Don't Drink the Water,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,12.0
11490,0,32000000,1.0,108.0,The Good German,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2006,12.0
11491,0,0,0.0,110.0,Sweet Land,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,10.0
11492,1,19000000,1.0,141.0,Letters from Iwo Jima,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2006,12.0
11493,0,0,0.0,104.0,Presenting Lily Mars,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1943,4.0
11494,0,9000000,1.0,84.0,Black Christmas,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2006,12.0
11495,1,47000000,1.0,75.0,Happily N'Ever After,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2006,9.0
11496,0,12000000,0.0,106.0,Home of the Brave,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,12.0
11497,0,20000000,1.0,84.0,Code Name: The Cleaner,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2007,1.0
